##hsa	Homo sapiens (human)
##Method: BLAST	Options: evalue <= 1e-05
##Summary:	54 succeed, 104 fail

#Query	Gene ID|Gene name|Hyperlink
                    	I band	Gene Ontology	GO:0031674
                    	membrane-enclosed lumen	Gene Ontology	GO:0031974
                    	nuclear lumen	Gene Ontology	GO:0031981
                    	vesicle	Gene Ontology	GO:0031982
                    	membrane-bounded vesicle	Gene Ontology	GO:0031988
                    	protein complex binding	Gene Ontology	GO:0032403
                    	multicellular organismal process	Gene Ontology	GO:0032501
                    	developmental process	Gene Ontology	GO:0032502
                    	cellular component morphogenesis	Gene Ontology	GO:0032989
                    	macromolecular complex	Gene Ontology	GO:0032991
                    	tumor necrosis factor-mediated signaling pathway	Gene Ontology	GO:0033209
                    	response to cytokine	Gene Ontology	GO:0034097
                    	nuclear periphery	Gene Ontology	GO:0034399
                    	response to tumor necrosis factor	Gene Ontology	GO:0034612
                    	response to chemical	Gene Ontology	GO:0042221
                    	sarcolemma	Gene Ontology	GO:0042383
                    	muscle cell differentiation	Gene Ontology	GO:0042692
                    	chordate embryonic development	Gene Ontology	GO:0043009
                    	costamere	Gene Ontology	GO:0043034
                    	response to external biotic stimulus	Gene Ontology	GO:0043207
                    	organelle	Gene Ontology	GO:0043226
                    	membrane-bounded organelle	Gene Ontology	GO:0043227
                    	non-membrane-bounded organelle	Gene Ontology	GO:0043228
                    	intracellular organelle	Gene Ontology	GO:0043229
                    	extracellular organelle	Gene Ontology	GO:0043230
                    	intracellular membrane-bounded organelle	Gene Ontology	GO:0043231
                    	intracellular non-membrane-bounded organelle	Gene Ontology	GO:0043232
                    	organelle lumen	Gene Ontology	GO:0043233
                    	protein complex	Gene Ontology	GO:0043234
                    	contractile fiber	Gene Ontology	GO:0043292
                    	cellular component biogenesis	Gene Ontology	GO:0044085
                    	symbiosis, encompassing mutualism through parasitism	Gene Ontology	GO:0044403
                    	interspecies interaction between organisms	Gene Ontology	GO:0044419
                    	extracellular region part	Gene Ontology	GO:0044421
                    	organelle part	Gene Ontology	GO:0044422
                    	intracellular part	Gene Ontology	GO:0044424
                    	membrane part	Gene Ontology	GO:0044425
                    	nuclear part	Gene Ontology	GO:0044428
                    	cytoskeletal part	Gene Ontology	GO:0044430
                    	cytoplasmic part	Gene Ontology	GO:0044444
                    	intracellular organelle part	Gene Ontology	GO:0044446
                    	contractile fiber part	Gene Ontology	GO:0044449
                    	plasma membrane part	Gene Ontology	GO:0044459
                    	cell part	Gene Ontology	GO:0044464
                    	single-organism process	Gene Ontology	GO:0044699
                    	single organism signaling	Gene Ontology	GO:0044700
                    	single organism reproductive process	Gene Ontology	GO:0044702
                    	single-multicellular organism process	Gene Ontology	GO:0044707
                    	single-organism cellular process	Gene Ontology	GO:0044763
                    	multi-organism cellular process	Gene Ontology	GO:0044764
                    	single-organism developmental process	Gene Ontology	GO:0044767
                    	macromolecular complex binding	Gene Ontology	GO:0044877
                    	keratin filament	Gene Ontology	GO:0045095
                    	intermediate filament cytoskeleton	Gene Ontology	GO:0045111
                    	sarcomere organization	Gene Ontology	GO:0045214
                    	cell development	Gene Ontology	GO:0048468
                    	animal organ development	Gene Ontology	GO:0048513
                    	embryonic organ development	Gene Ontology	GO:0048568
                    	reproductive structure development	Gene Ontology	GO:0048608
                    	anatomical structure formation involved in morphogenesis	Gene Ontology	GO:0048646
                    	system development	Gene Ontology	GO:0048731
                    	anatomical structure development	Gene Ontology	GO:0048856
                    	cellular developmental process	Gene Ontology	GO:0048869
                    	regulation of biological process	Gene Ontology	GO:0050789
                    	regulation of cellular process	Gene Ontology	GO:0050794
                    	response to stimulus	Gene Ontology	GO:0050896
                    	striated muscle cell differentiation	Gene Ontology	GO:0051146
                    	response to hydrostatic pressure	Gene Ontology	GO:0051599
                    	multi-organism process	Gene Ontology	GO:0051704
                    	response to other organism	Gene Ontology	GO:0051707
                    	cellular response to stimulus	Gene Ontology	GO:0051716
                    	muscle cell development	Gene Ontology	GO:0055001
                    	striated muscle cell development	Gene Ontology	GO:0055002
                    	cell differentiation involved in embryonic placenta development	Gene Ontology	GO:0060706
                    	muscle structure development	Gene Ontology	GO:0061061
                    	reproductive system development	Gene Ontology	GO:0061458
                    	biological regulation	Gene Ontology	GO:0065007
                    	intracellular organelle lumen	Gene Ontology	GO:0070013
                    	extracellular exosome	Gene Ontology	GO:0070062
                    	cellular response to chemical stimulus	Gene Ontology	GO:0070887
                    	organelle assembly	Gene Ontology	GO:0070925
                    	cellular response to organic substance	Gene Ontology	GO:0071310
                    	cellular response to cytokine stimulus	Gene Ontology	GO:0071345
                    	cellular response to tumor necrosis factor	Gene Ontology	GO:0071356
                    	cellular component organization or biogenesis	Gene Ontology	GO:0071840
                    	cell periphery	Gene Ontology	GO:0071944
                    	glycoprotein complex	Gene Ontology	GO:0090665
                    	scaffold protein binding	Gene Ontology	GO:0097110
                    	apoptotic signaling pathway	Gene Ontology	GO:0097190
                    	extrinsic apoptotic signaling pathway	Gene Ontology	GO:0097191
                    	hepatocyte apoptotic process	Gene Ontology	GO:0097284
                    	membrane protein complex	Gene Ontology	GO:0098796
                    	plasma membrane protein complex	Gene Ontology	GO:0098797
                    	supramolecular fiber	Gene Ontology	GO:0099512
                    	polymeric cytoskeletal fiber	Gene Ontology	GO:0099513
                    	response to oxygen-containing compound	Gene Ontology	GO:1901700
                    	single-organism organelle organization	Gene Ontology	GO:1902589
                    	extracellular vesicle	Gene Ontology	GO:1903561
                    	epithelial cell apoptotic process	Gene Ontology	GO:1904019
GOslim:             	structural molecule activity	Gene Ontology Slim	GO:0005198
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	cell	Gene Ontology Slim	GO:0005623
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nucleoplasm	Gene Ontology Slim	GO:0005654
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	NTX468692
Gene:               	hsa:10975	UQCR11, 0710008D09Rik, QCR10, UQCR
Entrez Gene ID:      	10975
Pathway:            	Metabolic pathways	KEGG PATHWAY	hsa01100
                    	Non-alcoholic fatty liver disease (NAFLD)	KEGG PATHWAY	hsa04932
                    	Alzheimer's disease	KEGG PATHWAY	hsa05010
                    	Parkinson's disease	KEGG PATHWAY	hsa05012
                    	Huntington's disease	KEGG PATHWAY	hsa05016
                    	Oxidative phosphorylation	KEGG PATHWAY	hsa00190
                    	Cardiac muscle contraction	KEGG PATHWAY	hsa04260
                    	Metabolism	Reactome	R-HSA-1430728
                    	The citric acid (TCA) cycle and respiratory electron transport	Reactome	R-HSA-1428517
                    	Respiratory electron transport	Reactome	R-HSA-611105
                    	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	Reactome	R-HSA-163200
GO:                 	catalytic activity	Gene Ontology	GO:0003824
                    	transporter activity	Gene Ontology	GO:0005215
                    	intracellular	Gene Ontology	GO:0005622
                    	cell	Gene Ontology	GO:0005623
                    	cytoplasm	Gene Ontology	GO:0005737
                    	mitochondrion	Gene Ontology	GO:0005739
                    	mitochondrial envelope	Gene Ontology	GO:0005740
                    	mitochondrial inner membrane	Gene Ontology	GO:0005743
                    	generation of precursor metabolites and energy	Gene Ontology	GO:0006091
                    	oxidative phosphorylation	Gene Ontology	GO:0006119
                    	mitochondrial electron transport, ubiquinol to cytochrome c	Gene Ontology	GO:0006122
                    	nucleobase-containing compound metabolic process	Gene Ontology	GO:0006139
                    	purine nucleotide metabolic process	Gene Ontology	GO:0006163
                    	cellular aromatic compound metabolic process	Gene Ontology	GO:0006725
                    	nucleoside phosphate metabolic process	Gene Ontology	GO:0006753
                    	phosphorus metabolic process	Gene Ontology	GO:0006793
                    	phosphate-containing compound metabolic process	Gene Ontology	GO:0006796
                    	nitrogen compound metabolic process	Gene Ontology	GO:0006807
                    	transport	Gene Ontology	GO:0006810
                    	ion transport	Gene Ontology	GO:0006811
                    	cation transport	Gene Ontology	GO:0006812
                    	hydrogen transport	Gene Ontology	GO:0006818
                    	ubiquinol-cytochrome-c reductase activity	Gene Ontology	GO:0008121
                    	metabolic process	Gene Ontology	GO:0008152
                    	cation transmembrane transporter activity	Gene Ontology	GO:0008324
                    	electron carrier activity	Gene Ontology	GO:0009055
                    	nucleoside metabolic process	Gene Ontology	GO:0009116
                    	nucleotide metabolic process	Gene Ontology	GO:0009117
                    	ribonucleoside metabolic process	Gene Ontology	GO:0009119
                    	nucleoside monophosphate metabolic process	Gene Ontology	GO:0009123
                    	purine nucleoside monophosphate metabolic process	Gene Ontology	GO:0009126
                    	nucleoside triphosphate metabolic process	Gene Ontology	GO:0009141
                    	purine nucleoside triphosphate metabolic process	Gene Ontology	GO:0009144
                    	purine ribonucleotide metabolic process	Gene Ontology	GO:0009150
                    	ribonucleoside monophosphate metabolic process	Gene Ontology	GO:0009161
                    	purine ribonucleoside monophosphate metabolic process	Gene Ontology	GO:0009167
                    	ribonucleoside triphosphate metabolic process	Gene Ontology	GO:0009199
                    	purine ribonucleoside triphosphate metabolic process	Gene Ontology	GO:0009205
                    	ribonucleotide metabolic process	Gene Ontology	GO:0009259
                    	cellular process	Gene Ontology	GO:0009987
                    	ion transmembrane transporter activity	Gene Ontology	GO:0015075
                    	monovalent inorganic cation transmembrane transporter activity	Gene Ontology	GO:0015077
                    	hydrogen ion transmembrane transporter activity	Gene Ontology	GO:0015078
                    	monovalent inorganic cation transport	Gene Ontology	GO:0015672
                    	energy derivation by oxidation of organic compounds	Gene Ontology	GO:0015980
                    	proton transport	Gene Ontology	GO:0015992
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	phosphorylation	Gene Ontology	GO:0016310
                    	oxidoreductase activity	Gene Ontology	GO:0016491
                    	oxidoreductase activity, acting on diphenols and related substances as donors	Gene Ontology	GO:0016679
                    	oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor	Gene Ontology	GO:0016681
                    	organophosphate metabolic process	Gene Ontology	GO:0019637
                    	ribose phosphate metabolic process	Gene Ontology	GO:0019693
                    	organelle inner membrane	Gene Ontology	GO:0019866
                    	transmembrane transporter activity	Gene Ontology	GO:0022857
                    	inorganic cation transmembrane transporter activity	Gene Ontology	GO:0022890
                    	substrate-specific transmembrane transporter activity	Gene Ontology	GO:0022891
                    	substrate-specific transporter activity	Gene Ontology	GO:0022892
                    	electron transport chain	Gene Ontology	GO:0022900
                    	respiratory electron transport chain	Gene Ontology	GO:0022904
                    	organelle membrane	Gene Ontology	GO:0031090
                    	intrinsic component of membrane	Gene Ontology	GO:0031224
                    	mitochondrial membrane	Gene Ontology	GO:0031966
                    	organelle envelope	Gene Ontology	GO:0031967
                    	envelope	Gene Ontology	GO:0031975
                    	ion transmembrane transport	Gene Ontology	GO:0034220
                    	cellular nitrogen compound metabolic process	Gene Ontology	GO:0034641
                    	purine nucleoside metabolic process	Gene Ontology	GO:0042278
                    	ATP synthesis coupled electron transport	Gene Ontology	GO:0042773
                    	mitochondrial ATP synthesis coupled electron transport	Gene Ontology	GO:0042775
                    	organelle	Gene Ontology	GO:0043226
                    	membrane-bounded organelle	Gene Ontology	GO:0043227
                    	intracellular organelle	Gene Ontology	GO:0043229
                    	intracellular membrane-bounded organelle	Gene Ontology	GO:0043231
                    	cellular metabolic process	Gene Ontology	GO:0044237
                    	primary metabolic process	Gene Ontology	GO:0044238
                    	small molecule metabolic process	Gene Ontology	GO:0044281
                    	organelle part	Gene Ontology	GO:0044422
                    	intracellular part	Gene Ontology	GO:0044424
                    	membrane part	Gene Ontology	GO:0044425
                    	mitochondrial part	Gene Ontology	GO:0044429
                    	cytoplasmic part	Gene Ontology	GO:0044444
                    	intracellular organelle part	Gene Ontology	GO:0044446
                    	cell part	Gene Ontology	GO:0044464
                    	single-organism process	Gene Ontology	GO:0044699
                    	single-organism metabolic process	Gene Ontology	GO:0044710
                    	single-organism cellular process	Gene Ontology	GO:0044763
                    	single-organism transport	Gene Ontology	GO:0044765
                    	cellular respiration	Gene Ontology	GO:0045333
                    	ATP metabolic process	Gene Ontology	GO:0046034
                    	purine ribonucleoside metabolic process	Gene Ontology	GO:0046128
                    	heterocycle metabolic process	Gene Ontology	GO:0046483
                    	localization	Gene Ontology	GO:0051179
                    	establishment of localization	Gene Ontology	GO:0051234
                    	transmembrane transport	Gene Ontology	GO:0055085
                    	nucleobase-containing small molecule metabolic process	Gene Ontology	GO:0055086
                    	oxidation-reduction process	Gene Ontology	GO:0055114
                    	respiratory chain	Gene Ontology	GO:0070469
                    	organic substance metabolic process	Gene Ontology	GO:0071704
                    	purine-containing compound metabolic process	Gene Ontology	GO:0072521
                    	cation transmembrane transport	Gene Ontology	GO:0098655
                    	inorganic ion transmembrane transport	Gene Ontology	GO:0098660
                    	inorganic cation transmembrane transport	Gene Ontology	GO:0098662
                    	carbohydrate derivative metabolic process	Gene Ontology	GO:1901135
                    	organic cyclic compound metabolic process	Gene Ontology	GO:1901360
                    	organonitrogen compound metabolic process	Gene Ontology	GO:1901564
                    	glycosyl compound metabolic process	Gene Ontology	GO:1901657
                    	single-organism localization	Gene Ontology	GO:1902578
                    	hydrogen ion transmembrane transport	Gene Ontology	GO:1902600
GOslim:             	generation of precursor metabolites and energy	Gene Ontology Slim	GO:0006091
////
Query:              	NTX479826
////
Query:              	NTX479827
////
Query:              	NTX485684
////
Query:              	NTX485692
////
Query:              	NTX487637
Gene:               	hsa:5122	PCSK1, BMIQ12, NEC1, PC1, PC3, SPC3
Entrez Gene ID:      	5122
Pathway:            	Peptide hormone metabolism	Reactome	R-HSA-2980736
                    	Alzheimer disease-amyloid secretase pathway	PANTHER	P00003
                    	Alzheimer disease-presenilin pathway	PANTHER	P00004
                    	Endothelin signaling pathway	PANTHER	P00019
                    	Metabolism of proteins	Reactome	R-HSA-392499
                    	Insulin processing	Reactome	R-HSA-264876
                    	Incretin synthesis, secretion, and inactivation	Reactome	R-HSA-400508
                    	Peptide hormone biosynthesis	Reactome	R-HSA-209952
                    	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	Reactome	R-HSA-381771
                    	Synthesis, secretion, and deacylation of Ghrelin	Reactome	R-HSA-422085
                    	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	Reactome	R-HSA-400511
Disease:            	Waist circumference	NHGRI GWAS Catalog	
                    	Body mass index	NHGRI GWAS Catalog	
                    	Obesity with impaired prohormone processing	OMIM	600955
                    	Menarche (age at onset)	NHGRI GWAS Catalog	
                    	Proinsulin levels	NHGRI GWAS Catalog	
                    	Fasting glucose-related traits (interaction with BMI)	NHGRI GWAS Catalog	
                    	Glycemic traits (pregnancy)	NHGRI GWAS Catalog	
                    	Obesity, susceptibility to, BMIQ12	OMIM	612362
GO:                 	catalytic activity	Gene Ontology	GO:0003824
                    	endopeptidase activity	Gene Ontology	GO:0004175
                    	serine-type endopeptidase activity	Gene Ontology	GO:0004252
                    	extracellular region	Gene Ontology	GO:0005576
                    	extracellular space	Gene Ontology	GO:0005615
                    	intracellular	Gene Ontology	GO:0005622
                    	cell	Gene Ontology	GO:0005623
                    	cytoplasm	Gene Ontology	GO:0005737
                    	proteolysis	Gene Ontology	GO:0006508
                    	peptide metabolic process	Gene Ontology	GO:0006518
                    	nitrogen compound metabolic process	Gene Ontology	GO:0006807
                    	cell communication	Gene Ontology	GO:0007154
                    	cell-cell signaling	Gene Ontology	GO:0007267
                    	metabolic process	Gene Ontology	GO:0008152
                    	peptidase activity	Gene Ontology	GO:0008233
                    	serine-type peptidase activity	Gene Ontology	GO:0008236
                    	biosynthetic process	Gene Ontology	GO:0009058
                    	cellular process	Gene Ontology	GO:0009987
                    	gene expression	Gene Ontology	GO:0010467
                    	regulation of hormone levels	Gene Ontology	GO:0010817
                    	endomembrane system	Gene Ontology	GO:0012505
                    	cytoplasmic, membrane-bounded vesicle	Gene Ontology	GO:0016023
                    	protein processing	Gene Ontology	GO:0016485
                    	peptide hormone processing	Gene Ontology	GO:0016486
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	serine hydrolase activity	Gene Ontology	GO:0017171
                    	protein metabolic process	Gene Ontology	GO:0019538
                    	signaling	Gene Ontology	GO:0023052
                    	transport vesicle	Gene Ontology	GO:0030133
                    	secretory granule	Gene Ontology	GO:0030141
                    	cytoplasmic vesicle	Gene Ontology	GO:0031410
                    	membrane-enclosed lumen	Gene Ontology	GO:0031974
                    	vesicle	Gene Ontology	GO:0031982
                    	vesicle lumen	Gene Ontology	GO:0031983
                    	membrane-bounded vesicle	Gene Ontology	GO:0031988
                    	cellular nitrogen compound metabolic process	Gene Ontology	GO:0034641
                    	secretory granule lumen	Gene Ontology	GO:0034774
                    	hormone metabolic process	Gene Ontology	GO:0042445
                    	peptide biosynthetic process	Gene Ontology	GO:0043043
                    	macromolecule metabolic process	Gene Ontology	GO:0043170
                    	organelle	Gene Ontology	GO:0043226
                    	membrane-bounded organelle	Gene Ontology	GO:0043227
                    	intracellular organelle	Gene Ontology	GO:0043229
                    	intracellular membrane-bounded organelle	Gene Ontology	GO:0043231
                    	organelle lumen	Gene Ontology	GO:0043233
                    	cellular amide metabolic process	Gene Ontology	GO:0043603
                    	amide biosynthetic process	Gene Ontology	GO:0043604
                    	cellular metabolic process	Gene Ontology	GO:0044237
                    	primary metabolic process	Gene Ontology	GO:0044238
                    	cellular biosynthetic process	Gene Ontology	GO:0044249
                    	cellular nitrogen compound biosynthetic process	Gene Ontology	GO:0044271
                    	extracellular region part	Gene Ontology	GO:0044421
                    	organelle part	Gene Ontology	GO:0044422
                    	intracellular part	Gene Ontology	GO:0044424
                    	cytoplasmic vesicle part	Gene Ontology	GO:0044433
                    	cytoplasmic part	Gene Ontology	GO:0044444
                    	intracellular organelle part	Gene Ontology	GO:0044446
                    	cell part	Gene Ontology	GO:0044464
                    	single-organism process	Gene Ontology	GO:0044699
                    	single organism signaling	Gene Ontology	GO:0044700
                    	single-organism cellular process	Gene Ontology	GO:0044763
                    	protein maturation	Gene Ontology	GO:0051604
                    	cytoplasmic membrane-bounded vesicle lumen	Gene Ontology	GO:0060205
                    	biological regulation	Gene Ontology	GO:0065007
                    	regulation of biological quality	Gene Ontology	GO:0065008
                    	peptidase activity, acting on L-amino acid peptides	Gene Ontology	GO:0070011
                    	intracellular organelle lumen	Gene Ontology	GO:0070013
                    	organic substance metabolic process	Gene Ontology	GO:0071704
                    	intracellular vesicle	Gene Ontology	GO:0097708
                    	secretory vesicle	Gene Ontology	GO:0099503
                    	organonitrogen compound metabolic process	Gene Ontology	GO:1901564
                    	organonitrogen compound biosynthetic process	Gene Ontology	GO:1901566
                    	organic substance biosynthetic process	Gene Ontology	GO:1901576
GOslim:             	extracellular region	Gene Ontology Slim	GO:0005576
                    	extracellular space	Gene Ontology Slim	GO:0005615
                    	cell-cell signaling	Gene Ontology Slim	GO:0007267
////
Query:              	NTX487647
Gene:               	hsa:5122	PCSK1, BMIQ12, NEC1, PC1, PC3, SPC3
Entrez Gene ID:      	5122
Pathway:            	Peptide hormone metabolism	Reactome	R-HSA-2980736
                    	Alzheimer disease-amyloid secretase pathway	PANTHER	P00003
                    	Alzheimer disease-presenilin pathway	PANTHER	P00004
                    	Endothelin signaling pathway	PANTHER	P00019
                    	Metabolism of proteins	Reactome	R-HSA-392499
                    	Insulin processing	Reactome	R-HSA-264876
                    	Incretin synthesis, secretion, and inactivation	Reactome	R-HSA-400508
                    	Peptide hormone biosynthesis	Reactome	R-HSA-209952
                    	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	Reactome	R-HSA-381771
                    	Synthesis, secretion, and deacylation of Ghrelin	Reactome	R-HSA-422085
                    	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	Reactome	R-HSA-400511
Disease:            	Waist circumference	NHGRI GWAS Catalog	
                    	Body mass index	NHGRI GWAS Catalog	
                    	Obesity with impaired prohormone processing	OMIM	600955
                    	Menarche (age at onset)	NHGRI GWAS Catalog	
                    	Proinsulin levels	NHGRI GWAS Catalog	
                    	Fasting glucose-related traits (interaction with BMI)	NHGRI GWAS Catalog	
                    	Glycemic traits (pregnancy)	NHGRI GWAS Catalog	
                    	Obesity, susceptibility to, BMIQ12	OMIM	612362
GO:                 	catalytic activity	Gene Ontology	GO:0003824
                    	endopeptidase activity	Gene Ontology	GO:0004175
                    	serine-type endopeptidase activity	Gene Ontology	GO:0004252
                    	extracellular region	Gene Ontology	GO:0005576
                    	extracellular space	Gene Ontology	GO:0005615
                    	intracellular	Gene Ontology	GO:0005622
                    	cell	Gene Ontology	GO:0005623
                    	cytoplasm	Gene Ontology	GO:0005737
                    	proteolysis	Gene Ontology	GO:0006508
                    	peptide metabolic process	Gene Ontology	GO:0006518
                    	nitrogen compound metabolic process	Gene Ontology	GO:0006807
                    	cell communication	Gene Ontology	GO:0007154
                    	cell-cell signaling	Gene Ontology	GO:0007267
                    	metabolic process	Gene Ontology	GO:0008152
                    	peptidase activity	Gene Ontology	GO:0008233
                    	serine-type peptidase activity	Gene Ontology	GO:0008236
                    	biosynthetic process	Gene Ontology	GO:0009058
                    	cellular process	Gene Ontology	GO:0009987
                    	gene expression	Gene Ontology	GO:0010467
                    	regulation of hormone levels	Gene Ontology	GO:0010817
                    	endomembrane system	Gene Ontology	GO:0012505
                    	cytoplasmic, membrane-bounded vesicle	Gene Ontology	GO:0016023
                    	protein processing	Gene Ontology	GO:0016485
                    	peptide hormone processing	Gene Ontology	GO:0016486
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	serine hydrolase activity	Gene Ontology	GO:0017171
                    	protein metabolic process	Gene Ontology	GO:0019538
                    	signaling	Gene Ontology	GO:0023052
                    	transport vesicle	Gene Ontology	GO:0030133
                    	secretory granule	Gene Ontology	GO:0030141
                    	cytoplasmic vesicle	Gene Ontology	GO:0031410
                    	membrane-enclosed lumen	Gene Ontology	GO:0031974
                    	vesicle	Gene Ontology	GO:0031982
                    	vesicle lumen	Gene Ontology	GO:0031983
                    	membrane-bounded vesicle	Gene Ontology	GO:0031988
                    	cellular nitrogen compound metabolic process	Gene Ontology	GO:0034641
                    	secretory granule lumen	Gene Ontology	GO:0034774
                    	hormone metabolic process	Gene Ontology	GO:0042445
                    	peptide biosynthetic process	Gene Ontology	GO:0043043
                    	macromolecule metabolic process	Gene Ontology	GO:0043170
                    	organelle	Gene Ontology	GO:0043226
                    	membrane-bounded organelle	Gene Ontology	GO:0043227
                    	intracellular organelle	Gene Ontology	GO:0043229
                    	intracellular membrane-bounded organelle	Gene Ontology	GO:0043231
                    	organelle lumen	Gene Ontology	GO:0043233
                    	cellular amide metabolic process	Gene Ontology	GO:0043603
                    	amide biosynthetic process	Gene Ontology	GO:0043604
                    	cellular metabolic process	Gene Ontology	GO:0044237
                    	primary metabolic process	Gene Ontology	GO:0044238
                    	cellular biosynthetic process	Gene Ontology	GO:0044249
                    	cellular nitrogen compound biosynthetic process	Gene Ontology	GO:0044271
                    	extracellular region part	Gene Ontology	GO:0044421
                    	organelle part	Gene Ontology	GO:0044422
                    	intracellular part	Gene Ontology	GO:0044424
                    	cytoplasmic vesicle part	Gene Ontology	GO:0044433
                    	cytoplasmic part	Gene Ontology	GO:0044444
                    	intracellular organelle part	Gene Ontology	GO:0044446
                    	cell part	Gene Ontology	GO:0044464
                    	single-organism process	Gene Ontology	GO:0044699
                    	single organism signaling	Gene Ontology	GO:0044700
                    	single-organism cellular process	Gene Ontology	GO:0044763
                    	protein maturation	Gene Ontology	GO:0051604
                    	cytoplasmic membrane-bounded vesicle lumen	Gene Ontology	GO:0060205
                    	biological regulation	Gene Ontology	GO:0065007
                    	regulation of biological quality	Gene Ontology	GO:0065008
                    	peptidase activity, acting on L-amino acid peptides	Gene Ontology	GO:0070011
                    	intracellular organelle lumen	Gene Ontology	GO:0070013
                    	organic substance metabolic process	Gene Ontology	GO:0071704
                    	intracellular vesicle	Gene Ontology	GO:0097708
                    	secretory vesicle	Gene Ontology	GO:0099503
                    	organonitrogen compound metabolic process	Gene Ontology	GO:1901564
                    	organonitrogen compound biosynthetic process	Gene Ontology	GO:1901566
                    	organic substance biosynthetic process	Gene Ontology	GO:1901576
GOslim:             	extracellular region	Gene Ontology Slim	GO:0005576
                    	extracellular space	Gene Ontology Slim	GO:0005615
                    	cell-cell signaling	Gene Ontology Slim	GO:0007267
////
Query:              	NTX494486
Gene:               	hsa:170692	ADAMTS18, ADAMTS21, KNO2, MMCAT
Entrez Gene ID:      	170692
Pathway:            	Extracellular matrix organization	Reactome	R-HSA-1474244
                    	O-linked glycosylation	Reactome	R-HSA-5173105
                    	Metabolism of proteins	Reactome	R-HSA-392499
                    	Post-translational protein modification	Reactome	R-HSA-597592
                    	Defective B3GALTL causes Peters-plus syndrome (PpS)	Reactome	R-HSA-5083635
                    	O-glycosylation of TSR domain-containing proteins	Reactome	R-HSA-5173214
                    	Diseases of glycosylation	Reactome	R-HSA-3781865
                    	Diseases associated with O-glycosylation of proteins	Reactome	R-HSA-3906995
                    	Disease	Reactome	R-HSA-1643685
                    	Degradation of the extracellular matrix	Reactome	R-HSA-1474228
Disease:            	Bone mineral density	NHGRI GWAS Catalog	
                    	White matter integrity	NHGRI GWAS Catalog	
                    	Adverse response to chemotherapy (neutropenia/leucopenia) (all antimicrotubule drugs)	NHGRI GWAS Catalog	
                    	Amyotrophic lateral sclerosis (sporadic)	NHGRI GWAS Catalog	
                    	Microcornea, myopic chorioretinal atrophy, and telecanthus	OMIM	615458
GO:                 	eye development	Gene Ontology	GO:0001654
                    	cell activation	Gene Ontology	GO:0001775
                    	catalytic activity	Gene Ontology	GO:0003824
                    	endopeptidase activity	Gene Ontology	GO:0004175
                    	metalloendopeptidase activity	Gene Ontology	GO:0004222
                    	binding	Gene Ontology	GO:0005488
                    	extracellular region	Gene Ontology	GO:0005576
                    	proteinaceous extracellular matrix	Gene Ontology	GO:0005578
                    	proteolysis	Gene Ontology	GO:0006508
                    	response to stress	Gene Ontology	GO:0006950
                    	cell adhesion	Gene Ontology	GO:0007155
                    	negative regulation of cell adhesion	Gene Ontology	GO:0007162
                    	multicellular organism development	Gene Ontology	GO:0007275
                    	sensory organ development	Gene Ontology	GO:0007423
                    	blood coagulation	Gene Ontology	GO:0007596
                    	hemostasis	Gene Ontology	GO:0007599
                    	metabolic process	Gene Ontology	GO:0008152
                    	peptidase activity	Gene Ontology	GO:0008233
                    	metallopeptidase activity	Gene Ontology	GO:0008237
                    	zinc ion binding	Gene Ontology	GO:0008270
                    	response to external stimulus	Gene Ontology	GO:0009605
                    	response to wounding	Gene Ontology	GO:0009611
                    	cellular process	Gene Ontology	GO:0009987
                    	regulation of platelet activation	Gene Ontology	GO:0010543
                    	negative regulation of platelet activation	Gene Ontology	GO:0010544
                    	single organismal cell-cell adhesion	Gene Ontology	GO:0016337
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	protein metabolic process	Gene Ontology	GO:0019538
                    	regulation of cell-cell adhesion	Gene Ontology	GO:0022407
                    	negative regulation of cell-cell adhesion	Gene Ontology	GO:0022408
                    	biological adhesion	Gene Ontology	GO:0022610
                    	regulation of cell adhesion	Gene Ontology	GO:0030155
                    	platelet activation	Gene Ontology	GO:0030168
                    	regulation of blood coagulation	Gene Ontology	GO:0030193
                    	negative regulation of blood coagulation	Gene Ontology	GO:0030195
                    	extracellular matrix	Gene Ontology	GO:0031012
                    	regulation of response to external stimulus	Gene Ontology	GO:0032101
                    	negative regulation of response to external stimulus	Gene Ontology	GO:0032102
                    	multicellular organismal process	Gene Ontology	GO:0032501
                    	developmental process	Gene Ontology	GO:0032502
                    	homotypic cell-cell adhesion	Gene Ontology	GO:0034109
